friday_date,monday_date,drop_rate,long_open_to_open_net_return,long_open_to_close_net_return,long_close_to_open_net_return,long_close_to_close_net_return,short_open_to_open_net_return,short_open_to_close_net_return,short_close_to_open_net_return,short_close_to_close_net_return
2025-07-18,2025-07-21,-0.00319879761458286,-0.01449027788367574,-0.01549710502745305,-0.00938987744988573,-0.010401915320138566,-0.005416424561910604,-0.004394368270911775,-0.010593973043978355,-0.009566627209677048
2025-08-01,2025-08-04,-0.01229073856933871,-0.011280884717820405,-0.0011137277457360373,-0.006898726719460346,0.003313492684974495,-0.008674362625782361,-0.018995306800873912,-0.01312280462305715,-0.02348949283947288
2025-08-29,2025-09-02,-0.002016340601586286,-0.01655976458164088,-0.01638434503490016,-0.015564725737551632,-0.015389128702381405,-0.0033156350551256653,-0.0034937079769956636,-0.004325724738022174,-0.004503977832990613
2025-09-05,2025-09-08,-0.004831728608063135,-0.01487300623259935,-0.01304416312722878,-0.009326262417596043,-0.0074871220365976265,-0.005027907109656393,-0.006884413077583806,-0.010658550309654569,-0.012525509308572325
2025-09-12,2025-09-15,-0.005937825323154344,-0.014889979872408254,-0.014136702134107892,-0.009668885683458472,-0.008911615564670905,-0.005010676728597341,-0.005775348456070528,-0.010310744565161567,-0.0110794690613929
2025-10-10,2025-10-13,-0.018957080007374616,-0.024835933270349275,-0.016959304380054774,-0.005210748658954101,0.0028243974505053338,0.00508571797348667,-0.0029100518654021634,-0.014836314838262643,-0.022992999608856035
2025-11-14,2025-11-17,-0.00652668423073155,-0.013210350927282288,-0.023227932968669096,-0.011642737936685577,-0.021676233898285435,-0.006715711540699498,0.0034533952511428545,-0.0083070360583124,0.0018782253658009562
2025-12-12,2025-12-15,-0.005050116588348974,-0.012421686650668007,-0.01603511417430359,-0.007190139417461716,-0.01082270852866385,-0.0075163050590425495,-0.003848221261912199,-0.012826984051363066,-0.009139469133297329
2025-12-26,2025-12-29,-0.0004143428185428011,-0.01151635775162485,-0.015066918798542939,-0.011485918499410719,-0.015036588881899737,-0.008435327854970254,-0.004831061445381812,-0.008466227527680559,-0.004861850128724643
2026-01-16,2026-01-20,-0.0016810108660915146,-0.019215199455520637,-0.029550851012459134,-0.017081703300525497,-0.027439837947377033,-0.0006200343902441618,0.009871952998683486,-0.0027858015534675262,0.007729009001907983
2026-01-23,2026-01-26,-0.0057771892424380855,-0.012525006422596241,-0.007003603524562418,-0.009189865366087346,-0.0036498142413997625,-0.007411422484574048,-0.01301634146391728,-0.010797010486686798,-0.016420859763534246
2026-01-30,2026-02-02,-0.003649565020598544,-0.014296522506040743,-0.001567662915493817,-0.012297547765456662,0.0004571255402481267,-0.005613110660265042,-0.018534505461911044,-0.007642321654216744,-0.020589920626195468
2026-02-27,2026-03-02,-0.010531025793898974,-0.019204146820257506,-0.01698586011451908,-0.013684213877298679,-0.011453442622584853,-0.000631254206349352,-0.0028830944520675805,-0.006234680996252351,-0.008499194630743778
2026-03-06,2026-03-09,-0.009450317450219403,-0.015446730359602312,-0.007766725658691298,-0.012690071204089826,-0.004988563192057094,-0.004445504899976749,-0.012241676435458704,-0.007243860952894643,-0.015061861056016257
2026-03-13,2026-03-16,-0.0025575901311599702,-0.009589921781694044,-0.004521782193935953,-0.006808140826454201,-0.001725766272298146,-0.0103909028654805,-0.015535702527809114,-0.013214760707470408,-0.018374010652599804
2026-03-20,2026-03-23,-0.00964683062900551,-0.01367509222783192,-0.00496152139303363,-0.005058234944589568,0.00373146049754558,-0.006243940618700261,-0.015089311886064438,-0.014991135456869698,-0.023913782783296478
2026-03-27,2026-03-30,-0.017264292030419015,-0.02337234386190079,-0.02481557541479007,-0.007423189683429254,-0.008889990426078409,0.003599990486311322,0.005065052187434027,-0.012590408694884925,-0.011101421299251069
2026-04-02,2026-04-06,-0.001311402084536284,-0.009914497416224077,-0.005702951674053436,-0.010666301329688377,-0.006457953550281781,-0.010061417738637557,-0.01433666681909651,-0.009298242128898737,-0.013570244874590687
2026-04-10,2026-04-13,-0.0055873403447673775,-0.019858525786114467,-0.009587624713875753,-0.014073388907086315,-0.003741865393968369,3.3022817651273684e-05,-0.010393234678472307,-0.0058396193514083095,-0.016327416256217253
2026-04-24,2026-04-27,-0.0016144566592851683,-0.014152066912514027,-0.013036190746645415,-0.012358259597945342,-0.011240353030874561,-0.005759751271860125,-0.006892506047444291,-0.007580691501795078,-0.008715507390187893
2026-05-01,2026-05-04,-0.0030788419557691293,-0.018237898137889563,-0.02767000183348345,-0.011627253604121202,-0.021122867884019403,-0.0016121182509742926,0.00796265431948795,-0.008322754605043281,0.0013164892032420106
2026-05-15,2026-05-18,-0.0107321597915645,-0.018882256740592962,-0.01481585830807608,-0.010877202027810395,-0.006777625373658225,-0.0009580131569444372,-0.005085919446865761,-0.009084151371985927,-0.013245737733363683
2026-06-05,2026-06-08,-0.013481815783719986,-0.021730013795997816,-0.025781782132224262,-0.007436054452055085,-0.01154702506647265,0.0019328187318281564,0.006045873632368526,-0.012577349335304078,-0.008404196669977715
